ID,Name,Latitude,Longitude,Water Temperature,Skill Level,Depth Range,Description,Visibility,Best Time,Region,Marine Life,Hazards,Facilities,Image URL,Featured,Created At,Viz Slug,Compass Bearing,Nearby Runoff,Viz Triggers,Viz Seasonal
27,"Bass Point",-34.55170000,150.91560000,"17–23°C","Intermediate","5–24m","Exposed headland with multiple dive spots offering ledges, overhangs and abundant marine life.","5–15m","October–April","Shellharbour, NSW","Wobbegongs, cuttlefish, schools of fish","Swells, entry over rocks","Rock entry, reserve parking",https://www.visitnsw.com/sites/visitnsw/files/styles/gallery_full_width/public/2018-08/Shellharbour_Snorkeling_2_CreditDNSW_0.jpg?h=d668167d&itok=7AEGtRQs,false,2025-06-07T07:55:33.717Z,,,,,
80,"Wool Bay Jetty",-35.00810000,137.73040000,"15–21 °C","Beginner","3–6 m","Quiet jetty dive with sponges, small fish and occasional leafy sea dragons.","4–6 m","November–April","Yorke Peninsula, SA","Leatherjackets, seahorses, crabs","Low visibility","Jetty access, parking",https://snorkelspots.com/wp-content/uploads/2024/08/Wool-Bay-Jetty-768x512.jpg,false,2025-06-07T11:32:50.120Z,,,,,
126,"Ethel Wreck",-35.29000000,136.84500000,"15–21 °C","Intermediate","3–10 m","Historic shipwreck visible from shore in calm conditions.","6–8 m","Summer months","Innes National Park, SA","Wrasse, sweep, reef fish","Surge, shallow reef","Shore entry, walk-in",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4bnLrEfqxKcs9tW8Dle27sJ49Bt6Y-KzKlg&s,false,2025-06-07T11:46:54.948Z,,,,,
145,"Keswick Island Reef",-20.92740000,149.44270000,"23–28 °C","Intermediate","3–12 m","Fringing reef off Keswick Island with coral gardens and turtles.","10–15 m","May–November","Mackay, QLD","Turtles, reef fish, rays","Surge, boat traffic","Boat access, mooring",https://img.barrierreefaustralia.com/files/media/websites/barrier-reef-australia/blogs/Lady%20Bowen%20Wreck_1110x624.jpg,false,2025-06-07T11:54:26.138Z,,,,,
229,"The Cementco Wreck",-27.10000000,153.50000000,"20–24 °C","Advanced","18–28 m","A 67-meter-long hopper barge that sank in 1985, now a popular wreck dive with diverse marine life.","10–25 m","Year-round","Moreton Island, QLD","Reef fish, invertebrates, groper, trevally, batfish, mackerel, barracuda","Strong currents, limited visibility","Boat access",https://api.brisbaneapp.com.au/places/841/images/0/eyJ3aWR0aCI6ODAwLCJoZWlnaHQiOjYwMCwicmVzaXplTW9kZSI6MSwicXVhbGl0eSI6ODB9,false,2025-06-07T21:52:59.310Z,,,,,
227,"Flat Rock",-27.38860000,153.58500000,"20–24 °C","Advanced","5–35 m","A natural rocky island surrounded by vibrant coral gardens, home to turtles, wobbegongs, leopard sharks, and more.","10–30 m","Winter","North Stradbroke Island, QLD","Turtles, wobbegongs, leopard sharks, eagle rays, reef fish, pelagic fish, manta rays","Strong currents","Boat access",https://assets.atdw-online.com.au/images/Original__9198113_TQ_DSC_0526_mjsp6lj.JPG?q=eyJ0eXBlIjoibGlzdGluZyIsImxpc3RpbmdJZCI6IjU2YjI2NTk2Mjg4MDI1M2Q3NGM0ZGQ5MCIsImRpc3RyaWJ1dG9ySWQiOiI1NmIxZWI5MzQ0ZmVjYTNkZjJlMzIwY2IiLCJhcGlrZXlJZCI6IjU2YjFlZmVlMGNmMjEzYWQyMGRkMjE3MCJ9&rect=246%2C0%2C3797%2C2848&w=600,false,2025-06-07T21:52:59.310Z,,,,,
176,"Buchanan's Wall – South Solitary",-30.21600000,153.18720000,"19–25 °C","Intermediate","5–18 m","Wall dive with colourful soft corals and rays.","10–15 m","October–April","Coffs Harbour, NSW","Morays, groupers, turtles","Surge","Boat dive",https://jettydive.com.au/wp-content/uploads/2024/01/LEopard-Shark-Buchanans-Wall-LD.jpg,false,2025-06-07T12:04:04.813Z,,,,,
208,"Angourie Back Beach",-29.45640000,153.36430000,"19–25 °C","Intermediate","3–10 m","Shore dive with basalt rock platforms and fish life.","6–10 m","Spring–Autumn","Yamba, NSW","Gropers, seastars, sweep","Surge","Shore dive",https://i.ytimg.com/vi/BKZp4zGkALE/maxresdefault.jpg,false,2025-06-07T12:05:23.222Z,,,,,
224,"Cherubs Cave",-27.09600000,153.46600000,"20–24 °C","Advanced","14–30 m","A hidden cave system off Moreton Island, featuring a large circular cave with multiple exits.","10–30 m","Year-round","Moreton Island, QLD","Crayfish, black corals, diverse reef fish","Limited visibility, currents","Boat access",https://assets.atdw-online.com.au/images/Original__9198043_TQ_DSC_8372_jgie69e.JPG?q=eyJ0eXBlIjoibGlzdGluZyIsImxpc3RpbmdJZCI6IjU2YjI2NTk2Mjg4MDI1M2Q3NGM0ZGQ4MCIsImRpc3RyaWJ1dG9ySWQiOiI1NmIxZWI5MzQ0ZmVjYTNkZjJlMzIwY2IiLCJhcGlrZXlJZCI6IjU2YjFlZmVlMGNmMjEzYWQyMGRkMjE3MCJ9&rect=246%2C0%2C3797%2C2848&w=600,false,2025-06-07T21:51:47.867Z,,,,,
39,"Albany Artificial Reef",-35.04500000,117.88000000,"16–20°C","Beginner","8–18m","Man-made reef designed to foster marine growth and fish aggregation.","10–20m","December–March","Albany, WA","Kingfish, trevally, rays","Cold water","Boat dive",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/e3/f2/2b/hmas-perth.jpg?w=900&h=-1&s=1,false,2025-06-07T08:01:14.673Z,,,,,
206,"Arrawarra Headland",-30.04810000,153.19210000,"19–25 °C","Beginner","2–8 m","Shore dive with reef flats and occasional rays.","5–8 m","Calm days only","Arrawarra, NSW","Small rays, nudibranchs","Shallow, silt","Shore access",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/a6/b5/45/caption.jpg?w=300&h=300&s=1,false,2025-06-07T12:05:23.222Z,,,,,
